"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility","txt"
Swahili II,Sprachkurs,,N,,deutsch-englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Lutz Diegner,Seminarraum 410,"4. OG                    ",Invalidenstraße 118                               ,edison höfe,Technische Abteilung (V),"<div class=""input_styled ChangeReadOnlyInput"" style=""color: #000000;"">
<p>* Fortgesetzte Vermittlung von Grundkenntnissen des Swahili / Providing further basic knowledge of Swahili</p>
<p>* Grammatik/&Uuml;bersetzung; Konversationstraining / Grammar; translation; conversation training</p>
</div>"
Swahili IV,Sprachkurs,,N,,deutsch-englisch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Lutz Diegner,Seminarraum 410,"4. OG                    ",Invalidenstraße 118                               ,edison höfe,Technische Abteilung (V),"<div class=""input_styled ChangeReadOnlyInput"" style=""color: #000000;"">
<p>* Vertiefung und Anwendung der fortgeschrittenen Anfangskenntnisse des Swahili &uuml;ber die Lekt&uuml;re und Diskussion von Originaltexten mit regionalwissenschaftlichem Bezug: Sachtexte zu Geschichte und Gesellschaft Ostafrikas sowie Einstieg in die fiktionale Literatur / applying the knowledge of Swahili grammar in written and oral form by reading and discussing Swahili-language texts with a focus on East African Area Studies: History, Society, Literary Studies&nbsp;</p>
* &Uuml;bersetzung; Konversationstraining / continued translation and conversation training</div>"
Liebe und Emanzipation in der isländischen Gegenwartsliteratur,Seminar,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Davíð Kristinsson,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<div class=""input_styled ChangeReadOnlyInput"" style=""color: #000000;"">&nbsp;
<p style=""margin-bottom: 0cm; line-height: 150%;"" align=""justify""><span style=""font-family: Times New Roman, serif;""><span style=""font-size: medium;"">Im Vordergrund stehen bei unserer Lekt&uuml;re problematische Liebesbeziehungen in der neueren isl&auml;ndischen Literatur, z.B. Themen wie psychische oder k&ouml;rperliche Gewalt, ungesunde Abh&auml;ngigkeit, destruktive oder qualvolle Liebe, verbotene Liebe &ndash; und der Untergang bzw. die Suche nach einem Ausweg aus dem toxischen Liebesverh&auml;ltnis. Wir lesen sowohl Autorinnen der &auml;lteren Generation als auch j&uuml;ngere der #MeToo-Bewegung nahestehende Schriftstellerinnen. Hinzu kommen m&auml;nnliche Autoren, die die Geschlechterbeziehung im Patriarchat thematisieren. Wir analysieren Romane, Kurzgeschichten, Gedichte und Texte, die an der Grenze zwischen Poesie und Prosa stehen.</span></span></p>
</div>"
Liebe und Emanzipation in der isländischen Gegenwartsliteratur,Vertiefungskurse,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Davíð Kristinsson,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<div class=""input_styled ChangeReadOnlyInput"" style=""color: #000000;"">&nbsp;
<p style=""margin-bottom: 0cm; line-height: 150%;"" align=""justify""><span style=""font-family: Times New Roman, serif;""><span style=""font-size: medium;"">Im Vordergrund stehen bei unserer Lekt&uuml;re problematische Liebesbeziehungen in der neueren isl&auml;ndischen Literatur, z.B. Themen wie psychische oder k&ouml;rperliche Gewalt, ungesunde Abh&auml;ngigkeit, destruktive oder qualvolle Liebe, verbotene Liebe &ndash; und der Untergang bzw. die Suche nach einem Ausweg aus dem toxischen Liebesverh&auml;ltnis. Wir lesen sowohl Autorinnen der &auml;lteren Generation als auch j&uuml;ngere der #MeToo-Bewegung nahestehende Schriftstellerinnen. Hinzu kommen m&auml;nnliche Autoren, die die Geschlechterbeziehung im Patriarchat thematisieren. Wir analysieren Romane, Kurzgeschichten, Gedichte und Texte, die an der Grenze zwischen Poesie und Prosa stehen.</span></span></p>
</div>"
Große Spiele (Handball),Vorlesung,,N,,deutsch,2022-04-19,2022-07-19,,"16:45","17:30",Dienstag,wöchentlich,wöchentlich,Dirk Eckardt,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V),"<div class=""page"" title=""Page 8"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p><span style=""font-family: Arial;"">Es werden theoretische Grundlagen (Historie, Leistungsstruktur, Handlungsfelder, Regelwerk, Technik, Taktik, Vermittlungsmethoden, Beachhandball, Rahmentrainingskonzeption) im Handball vermittelt.</span></p>
</div>
</div>
</div>
</div>"
ÜWP Große Spiele (Handball),Vorlesung,,N,,deutsch,2022-04-19,2022-07-19,,"16:45","17:30",Dienstag,wöchentlich,wöchentlich,Dirk Eckardt,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V),"<div class=""page"" title=""Page 8"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p><span style=""font-family: Arial;"">Es werden theoretische Grundlagen (Historie, Leistungsstruktur, Handlungsfelder, Regelwerk, Technik, Taktik, Vermittlungsmethoden, Beachhandball, Rahmentrainingskonzeption) im Handball vermittelt.</span></p>
</div>
</div>
</div>
</div>"
Acquisition of L2 pronunciation,Seminar,,N,,englisch,,,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Phil Howson,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V),"<div style=""color: black; font-size: 12pt; background-color: white;"">
<div>
<p style=""color: windowtext; font-weight: normal; text-align: left; margin-top: 0px; margin-bottom: 0px;""><span lang=""en-US"" style=""color: black; font-size: 11pt; font-family: Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif; line-height: 20.5333px;"">To acquire a second language, learners must acquire a set of segmental and suprasegmental features. This seminar introduces students to L2 acquisition processes. We frame the previous literature in well-known theories of L2 acquisition (e.g., SLM, Flege, 1995; PAM-L2, Best &amp; Tyler, 2007) </span><span lang=""en-US"" style=""font-size: 11pt; font-family: Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif; line-height: 20.5333px;"">and experimental approaches (e.g., articulatory and perceptual studies). In the second part of the seminar, students will have a hands-on training in hypothesis building and annotation adjustment, using naturalistic L2-speech data from available corpora. The ultimate goal of this class is to understand the popular L2 models of acquisition, the current state of the field, the experimental methods used in L2 acquisition, and be able to design an acoustic experiment for L2 acquisition.</span><span style=""font-size: 11pt; font-family: Calibri,Calibri_EmbeddedFont,Calibri_MSFontService,sans-serif; line-height: 20.5333px;"">&nbsp;</span></p>
</div>
</div>"
Acquisition of L2 pronunciation,Seminar,,N,,englisch,,,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Sarah Wesolek,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V),"<div style=""color: black; font-size: 12pt; background-color: white;"">
<div>
<p style=""color: windowtext; font-weight: normal; text-align: left; margin-top: 0px; margin-bottom: 0px;""><span lang=""en-US"" style=""color: black; font-size: 11pt; font-family: Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif; line-height: 20.5333px;"">To acquire a second language, learners must acquire a set of segmental and suprasegmental features. This seminar introduces students to L2 acquisition processes. We frame the previous literature in well-known theories of L2 acquisition (e.g., SLM, Flege, 1995; PAM-L2, Best &amp; Tyler, 2007) </span><span lang=""en-US"" style=""font-size: 11pt; font-family: Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif; line-height: 20.5333px;"">and experimental approaches (e.g., articulatory and perceptual studies). In the second part of the seminar, students will have a hands-on training in hypothesis building and annotation adjustment, using naturalistic L2-speech data from available corpora. The ultimate goal of this class is to understand the popular L2 models of acquisition, the current state of the field, the experimental methods used in L2 acquisition, and be able to design an acoustic experiment for L2 acquisition.</span><span style=""font-size: 11pt; font-family: Calibri,Calibri_EmbeddedFont,Calibri_MSFontService,sans-serif; line-height: 20.5333px;"">&nbsp;</span></p>
</div>
</div>"
Individuelle Bewegungsformen - Bewegen im Wasser,Vorlesung,,N,,deutsch,2022-04-20,2022-07-20,,"11:15","12:00",Mittwoch,wöchentlich,wöchentlich,Christina Scharp,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V),"<div title=""Page 8"">
<div>
<div>
<div>
<div title=""Page 8"">
<div>
<div>
<div>
<p>Den Studierenden werden die wesentlichen Merkmale der einzelnen Schwimmtechniken, der Starts und Wenden sowie die Besonderheiten bei der Einf&uuml;hrung und Erarbeitung der einzelnen Techniken im Schwimmunterricht oder -training vermittelt.</p>
<h4><span style=""font-family: Arial;""><span style=""font-family: Arial;"">&nbsp;</span></span></h4>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>"
ÜWP Individuelle Bewegungsformen - Bewegen im Wasser,Vorlesung,,N,,deutsch,2022-04-20,2022-07-20,,"11:15","12:00",Mittwoch,wöchentlich,wöchentlich,Christina Scharp,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V),"<div title=""Page 8"">
<div>
<div>
<div>
<div title=""Page 8"">
<div>
<div>
<div>
<p>Den Studierenden werden die wesentlichen Merkmale der einzelnen Schwimmtechniken, der Starts und Wenden sowie die Besonderheiten bei der Einf&uuml;hrung und Erarbeitung der einzelnen Techniken im Schwimmunterricht oder -training vermittelt.</p>
<h4><span style=""font-family: Arial;""><span style=""font-family: Arial;"">&nbsp;</span></span></h4>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>"
Literalität und Medienumgebungen (Seminar),Seminar,,N,,deutsch,2022-04-19,2022-07-23,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Ulf Abraham,Seminarraum 202,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V),"<div>&nbsp;</div>
<p>&nbsp;</p>
<p>&nbsp;</p>"
Modul 6b (Bachelor; SU): Schule und Sachunterricht | Studienprojekt zum Sachlernen mit/von Kindern,Studienprojekt,,N,,deutsch,2022-04-30,2022-04-30,,"09:00","18:00",Samstag,Einzeltermin,Einzeltermin,Johanna Zelck,Seminarraum 1.204,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<h3>Gruppe 1: Schwerpunkt Demokratiebildung in Klasse 3/4</h3>
<p>Das SPJ Gruppe 1 hat einen Schwerpunkt im Bereich Demokratiebildung in Klasse 3/4. In dieser Veranstaltung werden Studierende in Kooperation mit einer Berliner Grundschule Projekte &amp; Arbeitsgemeinschaften zum Themenfeld Demokratiebildung/sozialwissenschaftliche Perspektive des Sachunterrichts initiieren und begleiten. Das SPJ wird im Kontext des Forschungsprojekts DemosLeBen (Demokratiebildung als Querschnittsthema in der ersten Phase der Lehrkr&auml;ftebildung an den Berliner Hochschulen) durchgef&uuml;hrt, weitere Infos unter https://demosleben.hypotheses.org/.<br /><br />Im Seminar werden gemeinsam mit Studierenden der Gruppe 1 (Schwerpunkt im Bereich Mobilit&auml;tsbildung) Projektideen entwickelt, durchgef&uuml;hrt und die Durchf&uuml;hrung reflektiert.<br /><br />Neben der aktiven Teilnahme an den universit&auml;ren Terminen werden f&uuml;r den erfolgreichen Abschluss des SPJ Hospitationen im Rahmen des Projekts an der Schule sowie die Durchf&uuml;hrung der Projekte/Arbeitsgemeinschaften nach Absprache mit der Schule im Zeitraum vom 02.05 - 08.07.2022 erwartet.<br /><br />Der verbindliche Auftakttermin ist am 20.04.2022 von 15-18 Uhr.</p>
<h3>&nbsp;</h3>
<h3>Gruppe 2: Schwerpunkt Mobilit&auml;tsbildung in Klasse 3/4</h3>
<p>Das SPJ Gruppe 1 hat einen Schwerpunkt im Bereich Mobilit&auml;tsbildung in Klasse 3/4. In dieser Veranstaltung werden Studierende in Kooperation mit einer Berliner Grundschule Projekte &amp; Arbeitsgemeinschaften zum Themenfeld Mobilit&auml;tsbildung/Raumbezogene Perspektive des Sachunterrichts initiieren und begleiten. Das SPJ wird im Kontext des Forschungsprojekts MoBild (Entwicklung und Umsetzung von Lehr- und Lernans&auml;tzen zur F&ouml;rderung des Umweltverbundes bei Kindern und Jugendlichen und der Qualifikation von (zuk&uuml;nftigen) Lehrkr&auml;ften und Erzieher*innen) durchgef&uuml;hrt, weitere Infos unter https://mobild.hypotheses.org/.<br />&nbsp;<br />Im Seminar werden gemeinsam mit Studierenden der Gruppe 2 (Schwerpunkt im Bereich Demokratiebildung) Projektideen entwickelt, durchgef&uuml;hrt und die Durchf&uuml;hrung reflektiert.<br /><br />Neben der aktiven Teilnahme an den universit&auml;ren Terminen werden f&uuml;r den erfolgreichen Abschluss des SPJ Hospitationen im Rahmen des Projekts an der Schule sowie die Durchf&uuml;hrung der Projekte/Arbeitsgemeinschaften nach Absprache mit der Schule im Zeitraum vom 02.05.22 - 08.07.2022 erwartet.<br /><br />Der verbindliche Auftakttermin ist am 20.04.2022 von 15-18 Uhr.</p>
<h1>&nbsp;</h1>
<h3>Gruppe 3: Schwerpunkt ""Making"" in der Primarstufe</h3>
<p>Das SPJ Gruppe 3 hat einen Schwerpunkt im Bereich Making. In dieser Veranstaltung werden Studierende in Kooperation mit einer Grundschule und dem Freizeit- und Erholungszentrum (FEZ) Wuhlheide im Projekt Future-Lab (https://www.instagram.com/futurelab_fez) Projekte &amp; Arbeitsgemeinschaften initiieren und begleiten. Im Seminar werden die Projektideen entwickelt und die Durchf&uuml;hrung reflektiert.<br /><br />Neben der Wahrnehmung der universit&auml;ren Termine werden f&uuml;r den erfolgreichen Abschluss des SPJ Hospitationen im Rahmen des Projekts im FutureLab sowie die Durchf&uuml;hrung der Projekte/Arbeitsgemeinschaften nach Absprache mit dem FutureLab im Zeitraum vom 9.5. - 16.6.2022 erwartet.<br /><br />Der verbindliche Auftakttermin ist am 7.5.2022 von 10-18 Uhr.</p>"
Wissenschaftliches Arbeiten in der Berufs- und Wirtschaftspädagogik,Seminar,,J,,deutsch,,,,"10:00","14:00",Montag,"14tgl./2","14tgl./2",Marc Casper,Seminarraum 0.02,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V),"<h5 class=""moz-quote-pre"">Welchen Stellenwert hat wissenschaftliches Arbeiten im Lehramt? Wie k&ouml;nnen sich angehende Lehrkr&auml;fte auf Wirtschaftswissenschaften und Erziehungswissenschaften beziehen, um sich eigenen Fragestellungen und relevanten Problemen zu widmen? Das Seminar geht vom bisherigen eigenen Wissenschaftsverst&auml;ndnis der Studierenden aus und besch&auml;ftigt sich mit Grundlagen der Wissenschaftlichkeit, der aufgekl&auml;rt-kritischen Lekt&uuml;re und Recherche sowie des theoretischen und empirischen Arbeitens. Die Studierenden sollen schlie&szlig;lich zur Generierung eigener Forschungsfragen und Hypothesen bef&auml;higt werden.</h5>"
Analyse und Interpretation literarischer Texte (italienische Literatur),Tutorium,,N,,deutsch,,,,"12:00","14:00",Freitag,"14tgl.","14tgl.",Francesca Ferullo,Seminarraum 1.403,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p class=""v1MsoNormal"" style=""text-align: justify; text-justify: inter-ideograph;""><span lang=""IT"">[DE] Das Tutorium richtet sich an Studierenden des Fachs Italienisch, die das Modul 3 (&bdquo;Basismodul Literaturwissenschaft"") belegen. Die TeilnehmerInnen werden die in den Hauptkursen behandelten Themen wiederholen und das Lesen und Analysieren von literarischen Texten in Originalsprache &uuml;ben. Der Kurs bietet den Studierenden die M&ouml;glichkeit an, ihre Kenntnisse &uuml;ber die Literaturgeschichte Italiens sowie ihre Lesekompetenzen zu vertiefen.</span></p>
<p class=""v1MsoNormal"" style=""text-align: justify; text-justify: inter-ideograph;""><span lang=""IT"">&nbsp;</span></p>
<p class=""v1MsoNormal"" style=""text-align: justify; text-justify: inter-ideograph;""><span lang=""IT"">[IT] Il Tutorium &egrave; rivolto agli studenti di italiano che frequentano i corsi del modulo 3 (&bdquo;Basismodul Literaturwissenschaft""). Durante le lezioni verranno ripresi temi trattati nei corsi principali e si eserciteranno la lettura e l'analisi di testi letterari in lingua originale. Il corso offre agli studenti la possibilit&agrave; di ampliare le proprie conoscenze di storia della letteratura italiana e di esercitare la comprensione del testo.</span></p>
<p class=""v1MsoNormal""><span lang=""IT"">&nbsp;</span></p>"
Leistungssportmedizin,Seminar,,N,,deutsch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Jan Wüstenfeld,Seminarraum 2 0.05,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft","<p class=""v1MsoNormal"">In diesem Seminar werden die sportmedizinischen Aspekte des Leistungssport und der Leistungssportbetreuung erarbeitet und gemeinsam kritisch diskutiert. Das Seminar besteht aus 3 Teilbereichen: 1. SARS-CoV-2 Schwerpunkt: Aufgrund der aktuellen Pandemiesituation, die auch den deutschen Spitzenport beeinflusst und vor Herausforderungen stellt, soll die Thematik in Form von Kurzvortr&auml;gen erarbeitet werden. 2. Wissenschaftliches Arbeiten anhand von Papervorstellungen: Es sollen geeignete wissenschaftliche Artikel zu einer vorgegebenen Thematik gesucht, aufbereitet, vorgetragen und diskutiert werden. 3. Themenvortrag: Es werden besonders Bereiche der allgemeinen Sportmedizin, Leistungsphysiologie, Notfallmedizin, Psychologie und Psychiatrie etc. sowie Anti-Doping aus dem leistungssportlichen Blickwinkel in Form eines Vortrages betrachtet. Als Leistungsnachweis gelten die Pr&auml;sentationsleistungen aus allen 3 Teilbereiche sowie die aktive Mitarbeit an den Seminardiskussionen. </p>
<p>&nbsp;</p>"
ÜWP Leistungssportmedizin,Seminar,,N,,deutsch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Jan Wüstenfeld,Seminarraum 2 0.05,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft","<p class=""v1MsoNormal"">In diesem Seminar werden die sportmedizinischen Aspekte des Leistungssport und der Leistungssportbetreuung erarbeitet und gemeinsam kritisch diskutiert. Das Seminar besteht aus 3 Teilbereichen: 1. SARS-CoV-2 Schwerpunkt: Aufgrund der aktuellen Pandemiesituation, die auch den deutschen Spitzenport beeinflusst und vor Herausforderungen stellt, soll die Thematik in Form von Kurzvortr&auml;gen erarbeitet werden. 2. Wissenschaftliches Arbeiten anhand von Papervorstellungen: Es sollen geeignete wissenschaftliche Artikel zu einer vorgegebenen Thematik gesucht, aufbereitet, vorgetragen und diskutiert werden. 3. Themenvortrag: Es werden besonders Bereiche der allgemeinen Sportmedizin, Leistungsphysiologie, Notfallmedizin, Psychologie und Psychiatrie etc. sowie Anti-Doping aus dem leistungssportlichen Blickwinkel in Form eines Vortrages betrachtet. Als Leistungsnachweis gelten die Pr&auml;sentationsleistungen aus allen 3 Teilbereiche sowie die aktive Mitarbeit an den Seminardiskussionen. </p>
<p>&nbsp;</p>"
Masterkolloquium,Colloquium,,N,,englisch,2022-04-20,2022-07-20,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Tomás Kos,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik","<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Das Kolloquium f&uuml;hrt die Veranstaltung vom Wintersemester fort. Es begleitet den Studienabschluss im Masterstudium, insbesondere in Bezug auf das Verfassen der Masterarbeit, in freier, selbst organisierter Form. Es bietet die Gelegenheit, Fragen und Probleme des selbst&auml;ndigen wissenschaftlichen Arbeitens in klassischen akademischen und freieren kreativen Formen zu behandeln. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">&nbsp;</span></span></p>"
Masterkolloquium,Kolloquium,,N,,deutsch,,,,"14:00","18:00",Montag,"14tgl./2","14tgl./2",Stefanie Schnurbein,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut","<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Das Kolloquium f&uuml;hrt die Veranstaltung vom Wintersemester fort. Es begleitet den Studienabschluss im Masterstudium, insbesondere in Bezug auf das Verfassen der Masterarbeit, in freier, selbst organisierter Form. Es bietet die Gelegenheit, Fragen und Probleme des selbst&auml;ndigen wissenschaftlichen Arbeitens in klassischen akademischen und freieren kreativen Formen zu behandeln. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">&nbsp;</span></span></p>"
Einblicke in die skandinavische Literaturgeschichte,Vorlesung,,J,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefanie Schnurbein,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Die Veranstaltung f&uuml;hrt exemplarisch in zentrale Epochen und Texte der skandinavischen Literaturen ein. Ein Schwerpunkt liegt auf dem 19. Jahrhundert, in dem Autorinnen und Autoren aus den skandinavischen L&auml;ndern die Literaturen der anderen europ&auml;ischen L&auml;nder ma&szlig;geblich mit beeinflussen. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">In der Vorlesung, die teilweise asynchron stattfindet, werden auch G&auml;ste zu Wort kommen, und wir arbeiten mit dem Podcast <em>nordlitt. Skandinavistische Literaturforschung im Gespr&auml;ch</em>. Dies erm&ouml;glicht es, andere Skandinavist:innen in und au&szlig;erhalb Berlins kennenzulernen und zu erleben, dass Wissenschaft immer auch Dialog und gemeinsames Denken ist. </span></span></p>"
Einblicke in die skandinavische Literaturgeschichte,Vorlesung,,J,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefanie Schnurbein,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Die Veranstaltung f&uuml;hrt exemplarisch in zentrale Epochen und Texte der skandinavischen Literaturen ein. Ein Schwerpunkt liegt auf dem 19. Jahrhundert, in dem Autorinnen und Autoren aus den skandinavischen L&auml;ndern die Literaturen der anderen europ&auml;ischen L&auml;nder ma&szlig;geblich mit beeinflussen. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">In der Vorlesung, die teilweise asynchron stattfindet, werden auch G&auml;ste zu Wort kommen, und wir arbeiten mit dem Podcast <em>nordlitt. Skandinavistische Literaturforschung im Gespr&auml;ch</em>. Dies erm&ouml;glicht es, andere Skandinavist:innen in und au&szlig;erhalb Berlins kennenzulernen und zu erleben, dass Wissenschaft immer auch Dialog und gemeinsames Denken ist. </span></span></p>"
Einblicke in die skandinavische Literaturgeschichte,Vorlesung,,J,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefanie Schnurbein,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Die Veranstaltung f&uuml;hrt exemplarisch in zentrale Epochen und Texte der skandinavischen Literaturen ein. Ein Schwerpunkt liegt auf dem 19. Jahrhundert, in dem Autorinnen und Autoren aus den skandinavischen L&auml;ndern die Literaturen der anderen europ&auml;ischen L&auml;nder ma&szlig;geblich mit beeinflussen. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">In der Vorlesung, die teilweise asynchron stattfindet, werden auch G&auml;ste zu Wort kommen, und wir arbeiten mit dem Podcast <em>nordlitt. Skandinavistische Literaturforschung im Gespr&auml;ch</em>. Dies erm&ouml;glicht es, andere Skandinavist:innen in und au&szlig;erhalb Berlins kennenzulernen und zu erleben, dass Wissenschaft immer auch Dialog und gemeinsames Denken ist. </span></span></p>"
Einblicke in die skandinavische Literaturgeschichte,Vorlesung/Seminar,,N,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefanie Schnurbein,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">Die Veranstaltung f&uuml;hrt exemplarisch in zentrale Epochen und Texte der skandinavischen Literaturen ein. Ein Schwerpunkt liegt auf dem 19. Jahrhundert, in dem Autorinnen und Autoren aus den skandinavischen L&auml;ndern die Literaturen der anderen europ&auml;ischen L&auml;nder ma&szlig;geblich mit beeinflussen. </span></span></p>
<p class=""western"" style=""line-height: 115%;"" align=""left""><span style=""font-family: Calibri, serif;""><span style=""font-size: small;"">In der Vorlesung, die teilweise asynchron stattfindet, werden auch G&auml;ste zu Wort kommen, und wir arbeiten mit dem Podcast <em>nordlitt. Skandinavistische Literaturforschung im Gespr&auml;ch</em>. Dies erm&ouml;glicht es, andere Skandinavist:innen in und au&szlig;erhalb Berlins kennenzulernen und zu erleben, dass Wissenschaft immer auch Dialog und gemeinsames Denken ist. </span></span></p>"
