"ueid","insertmark","aikz","eid","txt","hinweis","drucken","belegpflicht","quellid","zeitstempel","headerentry","externid"
218137,,A,,Basis 2 Diagnostik und Evaluation,,J,,206920,2021-07-29 14:01:12.235,,
218138,,A,,Fachlicher Wahlpflicht- Schwerpunktbereich,,J,,206910,2021-07-29 14:01:12.268,,
218139,,A,,BA SP GH 6.2 Lernen in heterogenen Gruppen (SE) (1959),,J,,206911,2021-07-29 14:01:12.303,,
218140,,A,,Master Amerikanistik,,J,,206912,2021-07-29 14:01:12.346,,
218141,,A,,Modul 6.1: Spatial modelling of human-environment systems,,J,,206913,2021-07-29 14:01:12.399,,
218142,,A,,FM 20: Environmental Sociology and Environmental Policy (WiSe),,J,,206914,2021-07-29 14:01:12.435,,
218143,,A,,FWM E 45: Zierpflanzen im geschützten Anbau (WiSe),,J,,206915,2021-07-29 14:01:12.473,,
218144,,A,,I. Written Academic Discourse,,J,,206916,2021-07-29 14:01:12.510,,
218145,,A,,Gehörlosenpädagogik,,J,,206917,2021-07-29 14:01:12.565,,
218146,,A,,FWM E 10: Botanische Bestimmungsübungen (SoSe),,J,,206918,2021-07-29 14:01:12.603,,
218147,,A,,Audiopädagogik,,J,,206919,2021-07-29 14:01:12.641,,
218148,,A,,Fachrichtungswissenschaftliche Spezifizierung und Diagnostik,,J,,206930,2021-07-29 14:01:12.679,,
218149,,A,,"BA DS 06 B20.4 Atemtechnik, Phonation, Körperhaltung (SE)",,J,,206931,2021-07-29 14:01:12.718,,
218150,,A,,Pflichtbereich,,J,,206921,2021-07-29 14:01:12.758,,
218151,,A,,Gehörlosenpädagogik,,J,,206922,2021-07-29 14:01:12.798,,
218152,,A,,Schriftspracherwerb unter erschwerten Bedingungen,,J,,206923,2021-07-29 14:01:12.838,,
218153,,A,,B. Sc. Agrar- und Gartenbauwissenschaften (mit Lehramtsoption),,J,,206924,2021-07-29 14:01:12.878,,
218154,,A,,Modul 5: Linguistics: History and Variation of English,,J,,206925,2021-07-29 14:01:12.918,,
218132,,A,,BA SP M 7/8/8a/8b Förderschwerpunkt Emotionale und soziale Entwicklung (4519),,J,,206905,2022-01-12 12:02:06.662,,
218130,,A,,[LABio5] Schulpraktikum im Praxissemester,,J,,206903,2022-01-20 02:36:23.600,,
218155,,A,,M2b: Thematisch - regionale Geographie - 2. Semester (2. Fach),,J,,206926,2021-07-29 14:01:12.957,,
218156,,A,,Modul 3 - Aktivität,,J,,206927,2021-07-29 14:01:12.997,,
218157,,A,,PM 18: Grundlagen des Agrarmarketing (SoSe),,J,,206928,2021-07-29 14:01:13.350,,
218158,,A,,Körperbehindertenpädagogik,,J,,206929,2021-07-29 14:01:13.750,,
218159,,A,,FWM E 32: Qualitätssicherung von Obst und Gemüse der Tropen und Subtropen (SoSe),,J,,206940,2021-07-29 14:01:13.113,,
218160,,A,,"Humangeographie II: Wirtschafts, Macht und Raum",,J,,206941,2021-07-29 14:01:13.151,,
218161,,A,,Körperbehindertenpädagogik,,J,,206942,2021-07-29 14:01:13.189,,
218162,,A,,Institut für Asien- und Afrikawissenschaften,,J,,206932,2021-07-29 14:01:13.227,,
218178,,A,,[LABio1] Spezielle Themen der Biologie Vertiefung - Versuchstierkunde,,J,,206947,2022-01-20 21:52:40.795,,
218163,,A,,"F2.2: Physische Geographie II: Bodengeographie, Hydrologie und Biogeographie (5 Punkte)",,J,,206933,2021-07-29 14:01:13.299,,
218164,,A,,Ergänzende Lehre,,J,,206934,2021-07-29 14:01:13.338,,
218165,,A,,"M.Sc. Fish Biology, Fisheries and Aquaculture",,J,,206935,2021-07-29 14:01:13.376,,
218166,,A,,BA DS 06 B20.2 Übersetzungen und Analyse der Texte in verschiedenen Modalitäten und Übersetzungskritik (SE),,J,,206936,2021-07-29 14:01:13.414,,
218167,,A,,Vorbereitung,,J,,206937,2021-07-29 14:01:13.452,,
218168,,A,,"2. Semester/Compulsory Modules",,J,,206938,2021-07-29 14:01:13.488,,
218170,,A,,Modul: &#8222;Wirtschaft und Gesellschaft&#8220;,,J,,206950,2021-07-29 14:01:13.566,,
218171,,A,,"Theorien zur kognitiven, sozialen, emotionalen und motivationalen Entwicklung unter Berücksichtigung der Fachrichtungen",,J,,206951,2021-07-29 14:01:13.605,,
218172,,A,,Klassisches Chinesisch / traditionelle Schriftkultur: Lektüre und Praxis II (Modul 26),,J,,206952,2021-07-29 14:01:13.641,,
218173,,A,,Sprachbehindertenpädagogik,,J,,206953,2021-07-29 14:01:13.679,,
218174,,A,,Körperbehindertenpädagogik,,J,,206943,2021-07-29 14:01:13.718,,
218175,,A,,FM 23 (ÜF): Genetics and Reproduction in Fish,,J,,206944,2021-07-29 14:01:13.757,,
218176,,A,,FWM E 25: Molekular- und Populationsgenetik (WiSe),,J,,206945,2021-07-29 14:01:13.795,,
218177,,A,,International Master in Rural Development,,J,,206946,2021-07-29 14:01:13.833,,
218179,,A,,Pflichtbereich,,J,,206948,2021-07-29 14:01:13.911,,
218181,,A,,Gehörlosenpädagogik,,J,,206960,2021-07-29 14:01:13.996,,
218182,,A,,MED SP 4.1 Einführung: Theorien und Konzeptionen (VL),,J,,206961,2021-07-29 14:01:14.350,,
218184,,A,,FWM E 43: Verfahren der Ingenieurbiologie und Rekultivierung (SoSe),,J,,206963,2021-07-29 14:01:14.110,,
218185,,A,,fachlicher Wahlpflichtbereich,,J,,206964,2021-07-29 14:01:14.148,,
218186,,A,,BA DS 18 10.2 Deutsche Gebärdensprache - Produktion II (KSK) (5199),,J,,206954,2021-07-29 14:01:14.186,,
218187,,A,,FM 5: Co-operation and Co-operative Organizations (SoSe),,J,,206955,2021-07-29 14:01:14.223,,
218188,,A,,MA RP 14 2.1 Theoretische Grundlagen (2619),,J,,206956,2021-07-29 14:01:14.265,,
218189,,A,,Geistigbehindertenpädagogik,,J,,206957,2021-07-29 14:01:14.302,,
218190,,A,,PM 5: Bodenkunde (SoSe),,J,,206958,2021-07-29 14:01:14.341,,
218191,,A,,FWM E 2: Agrarmeteorologie (SoSe),,J,,206959,2021-07-29 14:01:14.380,,
218192,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Lernen (2365),,J,,207820,2021-07-29 14:01:14.417,,
218193,,A,,"2. Semester",,J,,207821,2021-07-29 14:01:14.498,,
218194,,A,,Verhaltensgestörtenpädagogik,,J,,207822,2021-07-29 14:01:14.594,,
218195,,A,,Körperbehindertenpädagogik,,J,,207812,2021-07-29 14:01:14.655,,
218196,,A,,Blinden- und Sehbehindertenpädagogik,,J,,207813,2021-07-29 14:01:14.707,,
218197,,A,,Geistigbehindertenpädagogik,,J,,207814,2021-07-29 14:01:14.764,,
218198,,A,,MED SP M 3 Förderschwerpunkt Emotionale und soziale Entwicklung (33208),,J,,207815,2021-07-29 14:01:14.816,,
218199,,A,,Schwerhörigenpädagogik,,J,,207816,2021-07-29 14:01:14.865,,
218200,,A,,Grundkurs Sprache (Modul 7),,J,,207818,2021-07-29 14:01:14.913,,
218201,,A,,Modul 15: Bachelorabschluss (Kolloquium),,J,,207819,2021-07-29 14:01:14.962,,
218202,,A,,FWM P 23: Biokonversionsverfahren (WiSe),,J,,207830,2021-07-29 14:01:15.340,,
218203,,A,,BA DS 18 2.2 Einführung in die Linguistik der Lautsprachen (SE) (5119),,J,,206500,2021-07-29 14:01:15.860,,
218204,,A,,Lernbehindertenpädagogik,,J,,207831,2021-07-29 14:01:15.130,,
218205,,A,,Körperbehindertenpädagogik,,J,,206501,2021-07-29 14:01:15.172,,
218206,,A,,MA GSD Einführung in das unilaterale Simultandolmetschen,,J,,207832,2021-07-29 14:01:15.213,,
218207,,A,,BA SP M 14 Förderschwerpunkt Emotionale und soziale Entwicklung,,J,,206502,2021-07-29 14:01:15.254,,
218208,,A,,Blindenpädagogik,,J,,207833,2021-07-29 14:01:15.293,,
218209,,A,,M5: Wahlpflichtmodul Geographie (2. Fach),,J,,207823,2021-07-29 14:01:15.333,,
218210,,A,,PM 7: Bodenkunde (SoSe),,J,,207824,2021-07-29 14:01:15.371,,
218212,,A,,"4. Semester",,J,,207826,2021-07-29 14:01:15.448,,
218213,,A,,MA GSD Einführung in das bilaterale Simultandolmetschen &#8211; Rollenspiele I,,J,,207827,2021-07-29 14:01:15.486,,
218214,,A,,Sprachbehindertenpädagogik,,J,,207828,2021-07-29 14:01:15.524,,
218215,,A,,Rehabilitationssoziologie (4),,J,,207829,2021-07-29 14:01:15.561,,
218216,,A,,FWM E 21: Grundlagen des Controllings (WiSe),,J,,207840,2021-07-29 14:01:15.599,,
218217,,A,,Modul 5: Psychodiagnostik und Intervention,,J,,206510,2021-07-29 14:01:15.636,,
218218,,A,,"Modul: &#8222;Kultur- und Religionsgeschichte, Wissenschaftsgeschichte / Cultural History, History of Religions, History of Science&#8220;",,J,,207841,2021-07-29 14:01:15.673,,
218219,,A,,Modul 8: Research and Writing Skills,,J,,207842,2021-07-29 14:01:15.710,,
218220,,A,,PM 13: Pflanzenernährung und Düngung (WiSe),,J,,206511,2021-07-29 14:01:15.748,,
218221,,A,,modulfreie Angebote,,J,,207843,2021-07-29 14:01:15.784,,
218222,,A,,Modul: &#8222;Das moderne Europa als Forschungsfeld&#8220;,,J,,206512,2021-07-29 14:01:15.839,,
218223,,A,,Überfachlicher Wahlpflichtbereich,,J,,206513,2021-07-29 14:01:15.876,,
218224,,A,,BA SP M 7/8/8a/8b Förderschwerpunkt Körperliche und motorische Entwicklung (4489),,J,,207844,2021-07-29 14:01:15.931,,
218225,,A,,Zeitgeschichte,,J,,207834,2021-07-29 14:01:15.969,,
218226,,A,,"Modul: &#8222;Internationale und transkulturelle Beziehungen, Migration&#8220;",,J,,206503,2021-07-29 14:01:16.260,,
218227,,A,,Hermeneutisch-interpretative Methoden,,J,,207835,2021-07-29 14:01:16.640,,
218228,,A,,Modul 1 - Studieneingangsphase,,J,,207836,2021-07-29 14:01:16.102,,
218229,,A,,FWM E 11: Dünger und Düngung (SoSe),,J,,206505,2021-07-29 14:01:16.140,,
218231,,A,,Sehbehindertenpädagogik,,J,,207837,2021-07-29 14:01:16.216,,
218232,,A,,Verhaltensgestörtenpädagogik,,J,,206507,2021-07-29 14:01:16.252,,
218233,,A,,Grundlagen lebenslanger Entwicklung (VL),,J,,207838,2021-07-29 14:01:16.289,,
218234,,A,,PM 15: Acker- und Pflanzenbau (WiSe),,J,,206508,2021-07-29 14:01:16.325,,
218235,,A,,Körperbehindertenpädagogik,,J,,207839,2021-07-29 14:01:16.362,,
218236,,A,,Sehbehindertenpädagogik,,J,,206509,2021-07-29 14:01:16.399,,
218237,,A,,Modul 11: American Studies: Identities,,J,,207850,2021-07-29 14:01:16.436,,
218238,,A,,FD/ FW1 & FD/ FW2: Bewegungslernen im Sportunterricht,,J,,207851,2021-07-29 14:01:16.491,,
218240,,A,,Grundlagen der Fachrichtung,,J,,207852,2021-07-29 14:01:16.591,,
218241,,A,,Evaluationsforschung und Qualitätssicherung,,J,,206521,2021-07-29 14:01:16.628,,
218242,,A,,Modul 1: American Literary and Cultural History,,J,,207853,2021-07-29 14:01:16.664,,
218244,,A,,Sprachmodul 1 (Modul 4),,J,,206523,2021-07-29 14:01:16.739,,
218245,,A,,Modul B2: Humangeographie I: Gesellschaft und Raum,,J,,207854,2021-07-29 14:01:16.776,,
218246,,A,,Regionalstudien Asien/Afrika - Zweitfach,,J,,206524,2021-07-29 14:01:16.813,,
218247,,A,,Modul WP 1: Studium generale,,J,,207855,2021-07-29 14:01:16.850,,
218248,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Sprache (Nicht für Berufsschule!) (2367),,J,,207845,2021-07-29 14:01:16.887,,
218249,,A,,Sprachliche Heterogenität,,J,,206514,2021-07-29 14:01:16.925,,
218250,,A,,CM 1: Institutional Economics and Political Economy (WiSe),,J,,207846,2021-07-29 14:01:16.962,,
218251,,A,,Obligatorisch,,J,,206515,2021-07-29 14:01:16.998,,
218252,,A,,Fachlicher Wahlpflichtbereich,,J,,206516,2021-07-29 14:01:17.350,,
218253,,A,,Körperbehindertenpädagogik,,J,,207847,2021-07-29 14:01:17.890,,
218254,,A,,BA DS 18 13.1 Deutsche Gebärdensprache V (SK) (5229),,J,,206517,2021-07-29 14:01:17.126,,
218255,,A,,Ü (3): Begleitung/ Nachbereitung,,J,,207848,2021-07-29 14:01:17.162,,
218256,,A,,PM 8: Agrar- und Gartenbautechnik (SoSe),,J,,206518,2021-07-29 14:01:17.198,,
218257,,A,,Projektvorbereitung (Modul 4),,J,,207849,2021-07-29 14:01:17.233,,
218258,,A,,Schwerhörigenpädagogik,,J,,206519,2021-07-29 14:01:17.267,,
218259,,A,,Überfachlicher Wahlpflichtbereich,,J,,207860,2021-07-29 14:01:17.302,,
218260,,A,,Modul 8: Vertiefungsmodul II,,J,,207861,2021-07-29 14:01:17.369,,
218261,,A,,Modul P 4: Dolmetschtechniken und Fachterminologie II,,J,,206530,2021-07-29 14:01:17.408,,
218262,,A,,PM 11.a: Nutztierhaltung (SoSe),,J,,206531,2021-07-29 14:01:17.445,,
218263,,A,,Lernbehindertenpädagogik,,J,,207862,2021-07-29 14:01:17.482,,
218264,,A,,Modul B20: Einführung in das Dolmetschen und Übersetzen für Gebärdensprachen,,J,,207863,2021-07-29 14:01:17.520,,
218265,,A,,Geistigbehindertenpädagogik,,J,,206532,2021-07-29 14:01:17.558,,
218266,,A,,"8.2 Didaktische Grundlagen / Fachdidaktischer Teil der Berufswissenschaften",,J,,206533,2021-07-29 14:01:17.595,,
218267,,A,,"11.8.2 Ausgewählte förderdiagnostische Methoden (SE)",,J,,207864,2021-07-29 14:01:17.633,,
218268,,A,,Überfachlicher Wahlpflichtbereich,,J,,207865,2021-07-29 14:01:17.670,,
218269,,A,,PM 16: Tierernährung und Futtermittelkunde (WiSe),,J,,206534,2021-07-29 14:01:17.726,,
218270,,A,,BZQ,,J,,206535,2021-07-29 14:01:17.765,,
218271,,A,,"1.3 Ring-Vorlesung I und II",,J,,207866,2021-07-29 14:01:17.803,,
218272,,A,,Modul 16: Bachelorarbeit,,J,,207856,2021-07-29 14:01:17.841,,
218273,,A,,Körperbehindertenpädagogik,,J,,206525,2021-07-29 14:01:17.879,,
218275,,A,,Modul III - Didaktik in der Rehabilitationspädagogik,,J,,207857,2021-07-29 14:01:17.952,,
218276,,A,,"9.1 Behinderten- und Sozialrecht: Überblick (VL/SE)",,J,,206527,2021-07-29 14:01:17.987,,
218277,,A,,Obligatorisch,,J,,207858,2021-07-29 14:01:18.210,,
218278,,A,,M 2: Schwerpunkt Geschichte (I): Transformationsprozesse in Afrika,,J,,206528,2021-07-29 14:01:18.570,,
218288,,A,,BA SP M 5/6/6a/6b Förderschwerpunkt Sehen,,J,,206543,2022-01-12 12:01:07.490,,
218280,,A,,Modul 2: Regionale Entwicklungsprozesse,,J,,206529,2021-07-29 14:01:18.128,,
218281,,A,,Lernbehindertenpädagogik,,J,,207870,2021-07-29 14:01:18.163,,
218282,,A,,BA SP GH 3.1 Einführung in die allgemeine Linguistik (SE) (1929),,J,,206540,2021-07-29 14:01:18.199,,
220221,,A,,Vollmodul,,J,,209295,2021-07-29 14:02:25.700,,
218283,,A,,FM 6: Environmental Sociology and Environmental Policy (WiSe),,J,,207871,2021-07-29 14:01:18.235,,
218284,,A,,Grundlagen der Didaktik (VL),,J,,207872,2021-07-29 14:01:18.270,,
218285,,A,,Wissenschaftliche Fragestellungen zum gewählten Fachbereich der Bachelorarbeit,,J,,206541,2021-07-29 14:01:18.306,,
218287,,A,,Körperbehindertenpädagogik,,J,,206542,2021-07-29 14:01:18.376,,
218289,,A,,Geistigbehindertenpädagogik,,J,,207874,2021-07-29 14:01:18.446,,
218290,,A,,M.A. European History,,J,,206544,2021-07-29 14:01:18.481,,
218291,,A,,"7.1 Theorien und Konzepte der Diagnostik und Förderung im Bereich der Unterstützten Kommunikation",,J,,207875,2021-07-29 14:01:18.517,,
218292,,A,,Master-Studiengang Wirtschaftsinformatik (M.Sc.),,J,,207876,2021-07-29 14:01:18.552,,
218293,,A,,Modul-Pool I: Grundlagen der empirischen Forschung (SoSe),,J,,206545,2021-07-29 14:01:18.605,,
218295,,A,,BA SP GH 5.3 DGS-Produktion (KSK) (1949),,J,,206546,2021-07-29 14:01:18.677,,
218296,,A,,BA SP GH 1.3 Einführung in Deaf Studies (VL) (1789),,J,,207867,2021-07-29 14:01:18.713,,
218297,,A,,Forschungskolloquium,,J,,206536,2021-07-29 14:01:18.749,,
218298,,A,,Sprachbehindertenpädagogik,,J,,207868,2021-07-29 14:01:18.786,,
218299,,A,,Sehbehindertenpädagogik,,J,,206537,2021-07-29 14:01:18.822,,
218301,,A,,Modul P 5: Einsatzbereiche und Textanalyse,,J,,206538,2021-07-29 14:01:18.914,,
218302,,A,,FM 17: Land and Water Management (SoSe),,J,,206539,2021-07-29 14:01:18.951,,
218303,,A,,"6a: Umweltgerechtigkeit",,J,,207880,2021-07-29 14:01:18.989,,
218304,,A,,"1.1 Einführung in das wissenschaftliche Arbeiten (SE)",,J,,207881,2021-07-29 14:01:19.270,,
218305,,A,,Gehörlosenpädagogik,,J,,206550,2021-07-29 14:01:19.650,,
218306,,A,,Asiatische/Afrikanische Sprachen III (Modul 21),,J,,207882,2021-07-29 14:01:19.103,,
218307,,A,,Modul 3: Psychologische Grundlagen der Rehabilitation,,J,,206551,2021-07-29 14:01:19.141,,
218308,,A,,"Lehramtsmaster Schwerpunkt ""Gymnasium"" StO 2015",,J,,207883,2021-07-29 14:01:19.180,,
218309,,A,,"3.3 Nachbereitung (SE)",,J,,206552,2021-07-29 14:01:19.218,,
218311,,A,,UP-FD1/ UP-FD2: Unterrichtspraktikum Sport,,J,,207884,2021-07-29 14:01:19.294,,
218312,,A,,Lehrveranstaltungen des Instituts für Informatik,,J,,207885,2021-07-29 14:01:19.332,,
218313,,A,,Spätrehabilitation (10),,J,,206554,2021-07-29 14:01:19.369,,
218314,,A,,M6: Einführung in die angewandte Geoinformationsverarbeitung,,J,,206555,2021-07-29 14:01:19.404,,
218316,,A,,Praktikumsbegleitseminar,,J,,206556,2021-07-29 14:01:19.475,,
218317,,A,,Theoretische Informatik (ThI),,J,,207887,2021-07-29 14:01:19.510,,
218318,,A,,"7.1 Theoretische Grundlagen der Pädagogik und Rehabilitation bei Menschen mit schwerer und mehrfacher Behinderung",,J,,206557,2021-07-29 14:01:19.546,,
218319,,A,,Rehabilitationspsychologie,,J,,207888,2021-07-29 14:01:19.582,,
218320,,A,,BA DS 18 3.1 Grundlagen der Gebärdensprach- und Audiopädagogik (SE),,J,,206547,2021-07-29 14:01:19.617,,
218321,,A,,Verhaltensgestörtenpädagogik,,J,,207878,2021-07-29 14:01:19.653,,
218322,,A,,BA DS 18 B21.1 Vom-Blatt-Dolmetschen/Übersetzen und Terminologiearbeit (SE) (5299),,J,,207879,2021-07-29 14:01:19.688,,
218323,,A,,FWPM 8: Internationaler Zierpflanzenbau (SoSe),,J,,206548,2021-07-29 14:01:19.722,,
218324,,A,,"4.2 Forschungsprojekt zur Erprobung qualitativer und/oder quantitativer Verfahren",,J,,206549,2021-07-29 14:01:19.757,,
218325,,A,,Gehörlosenpädagogik,,J,,207890,2021-07-29 14:01:19.791,,
218315,,A,,CM 1 (A): Seminar Horticultural Science (WiSe) (SoSe),,J,,207886,2022-02-03 08:04:47.276,,
218326,,A,,Grundlagen der Linguistik und Semiotik,,J,,206560,2021-07-29 14:01:19.826,,
218327,,A,,Rehabilitationstechnik & Neue Medien,,J,,207892,2021-07-29 14:01:19.860,,
218328,,A,,Verhaltensgestörtenpädagogik,,J,,206561,2021-07-29 14:01:19.894,,
218330,,A,,Physische Geographie I: Klimageographie und Geomorphologie,,J,,207893,2021-07-29 14:01:19.962,,
218331,,A,,Lernbehindertenpädagogik,,J,,206563,2021-07-29 14:01:19.997,,
218332,,A,,FW2: Fachwissenschaftliche Kompetenzen,,J,,207895,2021-07-29 14:01:20.300,,
218333,,A,,BA DS 18 A18.1 Einführung in die pädagogisch-psychologische Diagnostik (VL) (5269),,J,,206564,2021-07-29 14:01:20.650,,
218334,,A,,Modul 4: Culture and Context,,J,,206565,2021-07-29 14:01:20.990,,
218335,,A,,PM 3: Biometrie und Versuchswesen (WiSe),,J,,207896,2021-07-29 14:01:20.133,,
218336,,A,,Hauptexkursionen und Mehrtagesexkursionen,,J,,207897,2021-07-29 14:01:20.168,,
218337,,A,,Sprachbehindertenpädagogik,,J,,206566,2021-07-29 14:01:20.204,,
218338,,A,,Fachlicher Wahlpflichtbereich &#8211; Vertiefend,,J,,206567,2021-07-29 14:01:20.239,,
218339,,A,,Humangeographie I: Gesellschaft und Raum,,J,,207898,2021-07-29 14:01:20.300,,
218340,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Geistige Entwicklung (2362),,J,,207899,2021-07-29 14:01:20.337,,
218341,,A,,Körperbehindertenpädagogik,,J,,206568,2021-07-29 14:01:20.373,,
218342,,A,,MA RP 14 1.2 Führen und Leiten in sozialen Organisationen (2609),,J,,207889,2021-07-29 14:01:20.410,,
218343,,A,,Aufbaukurs Kultur/Identität (Modul 12),,J,,206558,2021-07-29 14:01:20.448,,
218344,,A,,Experimentelle und standardisierte Methoden,,J,,206559,2021-07-29 14:01:20.484,,
218345,,A,,Blindenpädagogik,,J,,206570,2021-07-29 14:01:20.521,,
218346,,A,,Pädagogik bei psychosozialen Beeinträchtigungen,,J,,206571,2021-07-29 14:01:20.559,,
218347,,A,,Allgemeine Rehabilitationspädagogik,,J,,206572,2021-07-29 14:01:20.596,,
218348,,A,,FWM E 24: Methoden und Methodologie wissenschaftlichen Arbeitens (WiSe),,J,,206573,2021-07-29 14:01:20.634,,
218349,,A,,"7. 2 versch. Themen: Empowerment, Partizipation etc. (SE, WP)",,J,,206574,2021-07-29 14:01:20.672,,
218350,,A,,BA SP M 7/8/8a/8b Förderschwerpunkt Sprache (Nicht für Berufsschule!) (4517),,J,,206575,2021-07-29 14:01:20.708,,
218351,,A,,"9.1 Kommunikation, Sprache und Spracherwerb unter den spezifischen besonderen Bedingungen von unterschiedlichen Beeinträchtigungen oder Behinderungen",,J,,206576,2021-07-29 14:01:20.743,,
218352,,A,,PM 1: Grundlagen der Biochemie (WiSe),,J,,206577,2021-07-29 14:01:20.777,,
218353,,A,,Pflichtbereich,,J,,206578,2021-07-29 14:01:20.812,,
218354,,A,,"Wissensgebiet 3: &#8220;Advanced Methodologies for Empirical Analysis of the Interaction of Social, Natural and Technical Systems""",,J,,206579,2021-07-29 14:01:20.846,,
218355,,A,,BA DS 18 14.1 Deaf Literature (SE),,J,,206569,2021-07-29 14:01:20.881,,
218356,,A,,Schwerpunkt 2 Adaptation des menschlichen Organismus,,J,,206580,2021-07-29 14:01:20.915,,
218357,,A,,FM 10: Controlling und Informationsmanagement (WiSe),,J,,206581,2021-07-29 14:01:20.959,,
218358,,A,,Modul 1: Einführung in die Deaf Studies,,J,,206582,2021-07-29 14:01:20.991,,
218359,,A,,PM 4: Agrar- und Gartenbautechnik (SoSe),,J,,206583,2021-07-29 14:01:21.240,,
218360,,A,,Aufbaukurs Sprache/Kommunikation (Modul 13),,J,,206584,2021-07-29 14:01:21.580,,
218361,,A,,Körperbehindertenpädagogik,,J,,206585,2021-07-29 14:01:21.930,,
218362,,A,,Modul 10: Individual Focus II,,J,,206586,2021-07-29 14:01:21.127,,
218363,,A,,Masterseminare,,J,,206587,2021-07-29 14:01:21.161,,
218364,,A,,"V2 Bewegung, Sport und Organisation",,J,,206588,2021-07-29 14:01:21.196,,
218365,,A,,Gehörlosenpädagogik,,J,,206589,2021-07-29 14:01:21.231,,
218366,,A,,AM: Abschlussmodul Masterarbeit,,J,,206590,2021-07-29 14:01:21.266,,
218367,,A,,Körperbehindertenpädagogik,,J,,206591,2021-07-29 14:01:21.302,,
218368,,A,,Körperbehindertenpädagogik,,J,,206592,2021-07-29 14:01:21.337,,
218369,,A,,Obligatorisch,,J,,206593,2021-07-29 14:01:21.374,,
218370,,A,,Lernbehindertenpädagogik,,J,,206594,2021-07-29 14:01:21.410,,
218371,,A,,Vorlesungen,,J,,206595,2021-07-29 14:01:21.446,,
218373,,A,,"FM 24: Fish Diseases I (Environmental, Viral, Bacterial and Fungal Diseases of Fish) (WiSe)",,J,,206597,2021-07-29 14:01:21.515,,
218375,,A,,Praktikum (2),,J,,206599,2021-07-29 14:01:21.586,,
218376,,A,,FM 7: Gender Analysis in Economics/Gender Analysen in der Ökonomik (SoSe),,J,,208300,2021-07-29 14:01:21.626,,
218377,,A,,Tutorien,,J,,208301,2021-07-29 14:01:21.679,,
218378,,A,,Modul 5 - Medizinische Grundlagen und pädagogische Audiologie,,J,,208302,2021-07-29 14:01:21.716,,
218379,,A,,FM 6: Environmental and Resource Economics (SoSe),,J,,208303,2021-07-29 14:01:21.751,,
218380,,A,,Kernfach/Zweitfach/Beifach (siehe StPO!),,J,,208304,2021-07-29 14:01:21.787,,
218381,,A,,MED SP M 3 Förderschwerpunkt Geistige Entwicklung (33208),,J,,208305,2021-07-29 14:01:21.824,,
218382,,A,,Seminar (Bereich 2),,J,,208306,2021-07-29 14:01:21.859,,
218383,,A,,Forschungsseminare,,J,,208310,2021-07-29 14:01:21.894,,
218384,,A,,Wahlmodul 8: Unterstützte Kommunikation,,J,,208311,2021-07-29 14:01:21.928,,
218385,,A,,MED SP M 3 Förderschwerpunkt Sprache (Nicht für Berufsschule!) (33208),,J,,208312,2021-07-29 14:01:21.964,,
