"texteid","txt","zeitstempel"
464,"The History of the Hearing Imparied. Module 6G (Interpretation) Activity, Participation and Environment (1)",2008-06-18 15:36:51.414
465,"Media, Play-Pedagogic Concepts and Practice Fields",2008-06-18 15:37:28.309
466,Support and Advisory Skills in Areas of Hearing-Impairment Education,2008-06-18 15:37:59.222
467,Pedagogical reflection: Follow up to practical experiences,2008-06-18 15:42:42.458
468,Pedagogical propaedeutics: Preperation for practical experiences,2008-06-18 15:43:10.833
469,Introduction to emotional and behavioural disorder pedagogy - theory and practice,2008-06-18 15:43:43.225
470,Who needs psychotherapy? Psychotherapeutic methods and applied pedagogy,2008-06-18 15:44:09.857
471,Mental illnesses - relationship dynamics and rehabilitation,2008-06-18 15:44:41.647
472,Academic topics and current issues of emotional and behavioural disorder pedagogy,2008-06-18 15:45:15.601
473,Development - a psychoanalytic approach,2008-06-18 15:46:36.739
474,Psychoanalytical supervision group,2008-06-18 15:47:08.701
475,Concepts of client-centred counselling,2008-06-18 15:47:33.116
476,Inclusive Special Education and E/BD Education - international perspectives,2008-06-18 15:48:34.821
477,"Teaching without students? - school absenteeism, behavioral disorders and the barriers of didactics",2008-06-18 15:50:01.562
478,Multilingual development - In-depth study of central key questions and questions for the practical work with speech impaired,2008-06-18 15:51:23.500
479,"Grammatical development disorder - Approaches of explanations, diagnostics and therapy",2008-06-18 15:52:23.626
480,Introduction to academic research and writing,2008-06-18 15:55:13.640
400,Justice and Equality,2008-06-12 13:26:02.707
219,Psycholinguistics I,2008-04-16 16:17:55.200
481,Learning in heterogeneous groups - Fundamentals of inclusive education,2008-06-18 15:55:51.677
482,Aspects of disabilities - global challenges and regional perspectives,2008-06-18 15:56:56.444
483,Introduction into special education,2008-06-18 15:57:21.622
484,Special Education and Professionalism -  historical perspectives and current challenges,2008-06-18 15:57:50.550
485,"Diversity, Differentiation.[...] and normativity; Ethical approach to theory and practice of special needs education",2008-06-18 15:58:15.522
486,Research topics for B.A thesis - Special education and learning disabilities,2008-06-18 15:59:09.599
487,Inquries of learning disabilities and special educational needs / Colloquium,2008-06-18 16:00:19.267
488,Research issues of special education and learning disabilities/ Colloquium,2008-06-18 16:00:49.917
489,Reflection - Field experiences: Educ. and Rehab. of individuals with learning disabilities,2008-06-18 16:02:24.691
2252,spanish,2009-12-11 13:42:25.400
490,Foundations of education and rehabilitation of individuals with learning disabilities,2008-06-18 16:02:54.824
491,Preparation - Teaching experiences: Educ. and Rehab. of individuals with learning disabilities: Science,2008-06-18 16:03:23.453
420,Follow-up seminar for the school internship,2008-06-12 20:53:33.506
492,Methods of Assessment and Intervention (in the area of learning disabilities),2008-06-18 16:04:02.466
493,Educational and therapeutic interventions,2008-06-18 16:04:30.586
494,Introduction to media technologies,2008-06-18 16:07:20.427
495,Introduction to Deaf Studies,2008-06-18 16:07:50.227
496,Sign language linguistics (part I),2008-06-18 16:08:16.487
497,Introduction to general linguistics,2008-06-18 16:08:41.760
498,Sociology II,2008-06-18 16:09:08.569
499,History of Deaf people II,2008-06-18 16:09:33.673
500,Psychology II,2008-06-18 16:10:06.760
501,The History of Deaf Jews in Europe,2008-06-18 16:10:30.192
502,Services offered for the Deaf,2008-06-18 16:10:54.271
503,Colloquium: Research topics in Deaf Studies,2008-06-18 16:11:21.572
504,German Sign Language (level I),2008-06-18 16:11:48.120
505,Productive skills  in GSL,2008-06-18 16:12:12.540
506,Productive skills  in GSL,2008-06-18 16:12:36.248
507,German Sign Language (level I),2008-06-18 16:13:04.414
508,Visual-gestural communication,2008-06-18 16:13:35.790
509,German Sign Language (level I),2008-06-18 16:14:04.256
510,Receptive skills in GSL,2008-06-18 16:14:28.629
511,Sign language linguistics (course II),2008-06-18 16:14:52.863
512,German Sign Language (level III),2008-06-18 16:15:23.390
513,GSL-German in contrast,2008-06-18 16:15:50.810
514,Receptive skills in GSL,2008-06-18 16:16:15.649
515,German Sign Language (level IV),2008-06-18 16:16:40.208
516,Conversation course in GSL,2008-06-18 16:17:02.565
517,Sign language linguistics (course III),2008-06-18 16:17:27.193
519,"Jeremiah and Jonah (GS/HS - M, L, BA[V]AToH, BA[B]AToH, MRC-B3)",2008-06-19 23:42:35.454
518,Multimedia and Rehabilitation,2008-07-01 15:22:00.858
446,Epistemology in Neo-Kantianism,2008-06-13 12:39:12.699
447,"Aristotle, Metaphysics, Book Alpha",2008-06-13 12:41:59.414
449,"Aristotle, Peri ouranou",2008-06-13 12:42:48.523
445,"Pierre Bourdieu, The Locic of Practice. Critique of Theoretical Reason",2008-06-13 12:36:41.297
444,Introduction to Epistemology,2008-06-13 12:34:12.590
365,"Planning, Implementation and Analysis of Instruction - Preparation for the Practical Training of Teaching",2008-06-03 13:18:00.945
366,Elementary Instruction of Physically Handicapped Pupils,2008-06-03 13:19:02.238
369,Postprocessing of the traineeship in specific occupational fields,2008-06-10 17:21:10.545
368,Introduction in pedagogic for people with mental disabilities,2008-06-10 17:22:34.918
370,Didactics II - Preparation of practical school training,2008-06-10 17:23:43.531
371,Residing and social participation - a challenge for the pedagogic for people with mental disability,2008-06-10 17:24:40.785
372,Concepts of encouragement and therapy in the pedagogic for people with mental disability,2008-06-10 17:25:37.640
373,Scientific questioning in the pedagogic for people with mental disability,2008-06-10 17:26:57.397
374,Rehabilitation psychology - selected topics of social psychology,2008-06-10 17:27:15.439
375,Rehabilitation psychology - disability as experience of inferiority - the psychology of Alfred Adler,2008-06-10 17:28:26.248
376,"Theories of cognitive, social and emotional development (rehabilitation psychology)",2008-06-10 17:29:06.290
377,Psychological diagnostics I - introduction to educational psychological diagnostics,2008-06-10 17:29:45.453
378,Self-improvement for people with mental disability as a pedagogical scope,2008-06-10 17:30:08.759
379,Psychological diagnostics I - experimental and standardized methods,2008-06-10 17:30:18.772
380,Psychological diagnostics II,2008-06-10 17:30:44.638
381,Historical learning and mental disability,2008-06-10 17:30:55.272
382,Psychological diagnostics of personality,2008-06-10 17:31:08.677
383,Scientific work/working (colloquium),2008-06-10 17:31:51.489
384,Methods of early intervention,2008-06-10 17:32:50.786
385,Counselling and cooperation - basic competences in intervention,2008-06-10 17:33:34.880
386,Statistics in the rehabilitation sciences,2008-06-10 17:34:07.315
387,"Social, economical, cultural and political dimensions of the legislation - Boundaries of the Law",2008-06-11 14:12:24.678
388,Sociology of Law,2008-06-11 14:17:09.430
389,Seminar on Comparative Constitutional Law,2008-06-11 18:31:30.437
391,Arguing in English,2008-06-12 12:00:37.401
392,World Poverty and Ethics,2008-06-12 12:05:17.413
393,"Space, Time and Change in Aristotles Physics",2008-06-12 12:11:37.734
394,Political theology in the XXth Century,2008-06-12 12:14:05.762
395,Platos Parmenides or On Ideas,2008-06-12 12:40:27.651
396,Philosophical Topics,2008-06-12 12:44:02.744
397,Image Schemas. Basic \tConceptc in the Theory of Embodied Cognition,2008-06-12 13:16:04.391
398,Properties,2008-06-12 13:19:37.413
399,Language and Thought in Early Modern Philosophy,2008-06-12 13:23:50.104
221,L1-Influence on Second Language Acquisition,2008-04-16 16:19:09.182
401,Ludwik Flecks historical Epistemology,2008-06-12 13:28:52.190
402,crucial experiments,2008-06-12 13:31:29.682
403,Colloquium: Philosophy of science,2008-06-12 13:34:33.378
404,Advanced Issues in Philosophy of Mind and Practical Philosophy,2008-06-12 13:45:45.210
405,Topics in Ancient Philosophy,2008-06-12 13:49:52.121
406,Historical-critical comments on Marx (early writings 1843/45),2008-06-12 13:53:26.662
407,Human Dignity,2008-06-12 13:56:02.836
408,Colloquium for student tutors \t(for the lecture course introduction to philosophy),2008-06-12 14:01:46.920
409,Practical Philosophy/Ethics,2008-06-12 20:06:13.146
410,"Nelson Goodman, Laguages of Art. An Approach to a Theory of Symbols",2008-06-12 20:13:43.631
411,Selected Philosophy Topics,2008-06-12 20:22:38.142
412,Tutorship on Practical Philosophy,2008-06-12 20:26:26.278
413,Colloquium for examination candidates,2008-06-12 20:29:59.786
414,Crisis and Criticism,2008-06-12 20:35:44.532
415,Teaching Philosophy/Ethics I,2008-06-12 20:39:30.418
416,"Teaching Philosophy, advanced level",2008-06-12 20:41:22.603
417,"Teaching Philosophy, exercise course",2008-06-12 20:44:20.726
418,Prepatory seminar for the school internship,2008-06-12 20:47:14.973
419,School internship teaching Philosophy,2008-06-12 20:50:13.401
421,Culture and technique. \tBasic principles of the philosophy of the technique,2008-06-13 12:05:41.670
422,Climatic change: Aspects from ethics and the philosophy of the sciences,2008-06-13 12:06:53.806
423,Introduction to Logic,2008-06-13 12:07:43.489
424,Aristotle: Metaphysics Books I-VII,2008-06-13 12:08:42.450
425,Introduction to Philosophy,2008-06-13 12:09:23.580
426,Mind or Brain? The Foundations of Modern Philosophy of Mind,2008-06-13 12:10:42.126
427,Two Cultures or Unity of Science? About the Relation between Humanities and Sciences,2008-06-13 12:11:49.416
428,Philosophical Problems of Perception,2008-06-13 12:12:41.638
429,Political Utopias,2008-06-13 12:14:56.280
430,John St. Mill Utilitarianism,2008-06-13 12:15:44.584
431,Kants Anthropology from a Pragmatic Point of View,2008-06-13 12:17:12.150
432,Philosophical Issues in Ancient Mathematics,2008-06-13 12:18:50.916
433,Descartes Meditations,2008-06-13 12:19:31.798
434,Richard Hare: The Language of Morals,2008-06-13 12:20:15.752
435,Immanuel Kant: Groundwork for the Metaphysics of Morals,2008-06-13 12:23:15.990
436,Current tendencies of the philosophy of technology,2008-06-13 12:23:57.347
437,Moral practice and ethical concepts,2008-06-13 12:24:43.730
438,Introduction to Political Philosophy,2008-06-13 12:25:20.337
439,Ancient Psychology,2008-06-13 12:26:19.806
440,Ramsification in the philosophy of language and in the philosophy of science,2008-06-13 12:28:24.205
441,Introduction to Logic,2008-06-13 12:29:09.680
442,The Evolution of Moral,2008-06-13 12:30:26.602
443,Are reasons a specific kind of causes?,2008-06-13 12:33:33.432
364,Education of Physically Handicapped People - Basics,2008-06-03 13:17:08.819
367,Postprocessing the Practical Training to get familiar with the Jobs in the Field of the Education of Physically Handicapped People,2008-06-03 13:19:57.126
289,Modul 4: Language I,2008-04-22 11:13:47.420
291,Modul 5: Language II,2008-04-22 11:13:47.437
293,Modul 6: Linguistic data acquisition,2008-04-22 11:13:47.454
295,Modul 7: Grammatiktheorie II: Typology,2008-04-22 11:13:47.471
297,Balto-Slavic,2008-04-22 11:19:41.768
298,Old Church Slavonic II,2008-04-22 11:20:07.119
299,Ancient Greek II,2008-04-22 11:20:30.663
300,Methods of Reconstruction II,2008-04-22 11:20:51.998
301,Stress and Pitch in Indo-European,2008-04-22 11:21:22.387
302,Old Prussian,2008-04-22 11:22:13.544
303,Indo-European Phonology,2008-04-22 11:23:37.443
304,Relational Sociology,2008-04-22 12:46:48.819
54,BA Social Sciences (Major Field),2008-04-23 17:43:57.125
55,BA Social Sciences (Minor Field),2008-04-23 17:43:57.167
307,BA Social Sciences (Subsidiary Field),2008-04-23 17:43:57.181
309,MA Social Sciences (StPO 2003),2008-04-23 17:43:57.198
311,MA Social Sciences (StPO 2006),2008-04-23 17:43:57.216
313,Diploma Social Sciences,2008-04-23 17:43:57.233
315,Magister Political Science (Minor Field),2008-04-23 17:43:57.250
317,Magister Sociology (Minor Field),2008-04-23 17:43:57.267
319,Research Colloquium Doctoral Candidates,2008-04-23 17:43:57.285
321,Modul 16: Lithuanian,2008-04-28 14:19:15.196
322,Modul 16: Lithuanian,2008-04-28 14:19:15.310
323,Baltistik (old programm),2008-04-28 14:22:21.839
324,Baltistik (old programm),2008-04-28 14:22:21.861
325,Lithuanian II,2008-04-28 15:31:59.675
326,Labour Law,2008-05-08 11:27:01.727
327,Family Law,2008-05-08 11:30:59.350
328,Modul 1: Introduction to Linguistics,2008-05-08 15:48:40.409
222,Corrective Phonetics,2008-04-16 16:28:43.217
329,Modul 1: Introduction to Linguistics,2008-05-08 15:48:40.467
330,Modul 4: Historical Linguistics,2008-05-08 15:49:27.977
331,Modul 4: Historical Linguistics,2008-05-08 15:49:27.988
332,Modul 5: Text and Discourse I,2008-05-08 15:49:57.741
333,Modul 5: Text and Discourse I,2008-05-08 15:49:57.751
334,Modul 9: Processes of Speech Communication / Compulsory Option Modules,2008-05-08 15:50:38.155
335,Modul 9: Processes of Speech Communication / Compulsory Option Modules,2008-05-08 15:50:38.165
338,Modul 11: Language Variations / Compulsory Option Modules,2008-05-08 15:51:45.615
339,Modul 11: Language Variations / Compulsory Option Modules,2008-05-08 15:51:45.624
336,Modul 10: Second-language Acquisition /Compulsory Option Modules,2008-05-08 15:51:51.229
337,Modul 10: Second-language Acquisition /Compulsory Option Modules,2008-05-08 15:51:51.235
340,B.A. program GERMAN,2008-05-08 15:52:30.682
341,B.A. program GERMAN,2008-05-08 15:52:30.692
342,"First Epistle to the Corinthians (GS/HS  H, M, L, BA[V]NTmG, MEd B-C Ib/II  mit Griechisch)",2008-05-25 14:04:45.684
343,"Jewish Theology as Reflected in Jewish Worship (GS/HS  H, M, L, MEd F I, MRC-V1c  SG)",2008-05-25 14:25:46.378
344,Methods in Human Geography,2008-05-26 12:12:44.694
27,Legal History (Antiquity),2008-05-27 10:38:08.808
345,National and international Bankruptcy Law,2008-05-27 10:40:26.797
346,Law of Succession,2008-05-27 10:41:25.547
348,Oral exam simulation (Criminal/Law),2008-05-28 09:10:41.383
